# title: 2022 President by City/Municipality
# unit: votes
# mode: lead
# colors: Bongbong Marcos=#bb1e1e; Leni Robredo=#ec1c8f; Manny Pacquiao=#33a02c; Isko Moreno=#1f78b4; Ping Lacson=#6a3d9a; Faisal Mangondato=#999999; Ernesto Abella=#7f7f7f; Leody de Guzman=#ff7f00; Norberto Gonzales=#8c510a; Jose Montemayor=#b15928
# series: Bongbong Marcos; Leni Robredo; Manny Pacquiao; Isko Moreno; Ping Lacson; Faisal Mangondato; Ernesto Abella; Leody de Guzman; Norberto Gonzales; Jose Montemayor
# Source: COMELEC 2022 transparency results (public domain, RA 8293 s.176)
psgc,label,Bongbong Marcos,Leni Robredo,Manny Pacquiao,Isko Moreno,Ping Lacson,Faisal Mangondato,Ernesto Abella,Leody de Guzman,Norberto Gonzales,Jose Montemayor
1908822000,SOUTH UPI,8457,2669,5679,389,117,160,84,56,90,55
1908701000,BARIRA,4804,9764,17,302,16,631,4,3,3,5
1908811000,GEN. S. K. PENDATUN,3308,10089,94,520,52,348,57,11,28,7
1908813000,MAMASAPANO,10875,2166,61,203,19,53,16,0,8,0
1908712000,TALITAY,1268,7287,159,913,34,217,63,21,51,9
1908815000,PAGAGAWAN,3749,11992,127,593,14,256,32,11,24,9
1908817000,PAGLAT,667,4984,204,594,31,134,56,14,34,3
1908711000,SULTAN MASTURA,4125,6606,81,470,22,240,41,16,23,6
1908812000,GUINDULUNGAN,1980,7635,26,368,6,318,10,1,4,1
1908809000,DATU SAUDI AMPATUAN,3739,8091,136,1299,238,247,47,16,59,15
1908810000,DATU UNSAY,7428,141,5,17,1,6,1,0,4,1
1908803000,DATU ABDULLAH SANGKI,19770,1469,324,144,55,94,5,4,18,10
1908819000,RAJAH BUAYAN,2959,5492,78,982,25,113,39,26,39,16
1908704000,DATU BLAH T. SINSUAT,6218,5856,13,134,9,42,5,0,6,2
1908804000,DATU ANGGAL MIDTIMBANG,12092,2686,9,129,1,96,1,1,6,1
1908814000,MANGUDADATU,331,11531,4,72,2,13,4,1,3,1
1908818000,PANDAG,1963,4451,10,187,7,78,10,7,16,0
1908708000,NORTHERN KABUNTALAN,2537,5069,175,825,58,233,66,16,26,9
1908805000,DATU HOFFER AMPATUAN,8814,1290,52,240,8,64,23,2,14,6
1908808000,DATU SALIBO,925,5439,81,631,105,157,53,11,25,9
1908821000,SHARIFF SAYDONA MUSTAPHA,6331,1164,9,81,15,21,7,0,7,3
0906601000,INDANAN,30119,260,43,107,8,22,6,2,11,2
0906602000,JOLO,32840,1354,378,644,187,342,25,19,75,18
0906603000,KALINGALAN CALUANG,15444,14,12,5,2,2,1,0,9,1
0906604000,LUUK,23116,1195,20,7,3,4,0,0,5,3
0906605000,MAIMBUNG,32023,65,11,6,1,22,2,1,6,2
0906606000,HADJI PANGLIMA TAHIL,1164,3737,4,15,5,0,0,0,4,0
0906607000,OLD PANAMAO,16937,145,79,59,12,8,2,1,11,1
0906608000,PANGUTARAN,9041,1311,697,152,39,219,54,19,39,11
0906609000,PARANG,22496,478,178,92,16,48,26,9,15,10
0906610000,PATA,6769,72,6,1,1,0,0,0,2,0
0906611000,PATIKUL,33023,539,92,126,11,46,5,3,16,2
0906612000,SIASI,29364,172,68,127,13,29,3,1,16,2
0906613000,TALIPAO,28546,78,6,4,2,0,2,1,2,1
0906614000,TAPUL,9990,17,9,12,12,3,1,0,23,3
0906615000,TONGKIL,12700,0,0,0,0,0,1,0,3,0
0906616000,PANGLIMA ESTINO,9132,17,15,7,1,1,0,0,11,1
0906617000,LUGUS,15652,111,59,38,1,5,4,2,15,0
0906618000,PANDAMI,12484,362,93,63,3,28,19,0,60,4
0906619000,OMAR,9748,263,152,60,28,45,24,7,23,6
1907001000,PANGLIMA SUGALA,16851,1860,424,57,9,55,6,1,23,2
1907002000,BONGAO,36254,3946,5190,885,211,578,87,42,95,54
1907003000,MAPUN,7057,2271,1366,554,76,95,72,30,81,47
1907004000,SIMUNUL,7423,1070,673,260,51,147,51,20,23,8
1907005000,SITANGKAI,13241,818,1262,325,49,124,56,15,65,19
1907006000,SOUTH UBIAN,10088,600,366,123,21,109,22,17,24,12
1907007000,TANDUBAS,7681,626,337,223,23,199,26,11,35,16
1907008000,TURTLE ISLANDS,4619,190,84,34,17,11,10,9,18,1
1907009000,LANGUYAN,18135,95,78,8,0,8,0,0,4,1
1907010000,SAPA-SAPA,13404,1053,288,132,7,47,11,2,18,6
1907011000,SIBUTU,8877,1034,1463,283,73,189,80,37,93,27
1400101000,BANGUED,27283,1445,115,210,296,36,36,21,22,15
1400102000,BOLINEY,2665,34,8,7,3,0,1,0,1,2
1400103000,BUCAY,10298,294,31,44,33,2,19,9,20,9
1400104000,BUCLOC,1737,55,3,5,9,2,0,1,2,0
1400105000,DAGUIOMAN,1230,25,0,3,9,0,2,1,1,0
1400106000,DANGLAS,3202,10,1,0,1,0,0,0,0,0
1400107000,DOLORES,7163,193,69,36,47,3,8,13,7,9
1400108000,LA PAZ,10723,25,2,4,5,0,1,0,1,1
1400109000,LACUB,2245,82,24,8,13,1,3,4,4,3
1400110000,LAGANGILANG,8228,231,47,44,50,0,9,4,5,6
1400111000,LAGAYAN,2756,69,7,44,6,1,5,1,0,1
1400112000,LANGIDEN,2312,14,0,0,2,0,1,0,0,0
1400113000,LICUAN-BAAY,3353,77,23,22,16,1,11,4,6,0
1400114000,LUBA,3838,95,18,8,30,0,5,3,3,1
1400115000,MALIBCONG,2379,161,25,12,20,1,4,0,4,2
1400116000,MANABO,6593,218,26,44,64,3,6,14,10,10
1400117000,PEÑARRUBIA,3686,123,18,23,45,2,5,3,4,3
1400118000,PIDIGAN,7436,248,18,33,37,2,8,5,8,5
1400119000,PILAR,6447,58,10,10,9,0,1,0,1,1
1400120000,SALLAPADAN,4321,97,14,13,14,0,7,7,6,1
1400121000,SAN ISIDRO,2701,73,17,9,13,1,5,2,1,4
1400122000,SAN JUAN,6117,136,4,17,29,1,8,2,3,4
1400123000,SAN QUINTIN,3655,116,5,12,19,0,7,5,2,2
1400124000,TAYUM,8255,397,60,60,87,5,14,11,10,10
1400125000,TINEG,2533,22,7,0,5,0,2,0,1,2
1400126000,TUBO,3155,139,26,33,49,2,5,2,5,2
1400127000,VILLAVICIOSA,3501,65,10,7,10,0,5,1,2,3
1401101000,ATOK,8095,955,331,214,446,9,13,8,9,16
1430300000,CITY OF BAGUIO,98286,27796,1765,3301,5889,643,124,144,90,154
1401103000,BAKUN,7357,600,385,145,234,2,9,3,9,6
1401104000,BOKOD,6512,1473,313,174,469,1,8,10,5,36
1401105000,BUGUIAS,17185,1776,626,465,660,36,19,22,25,16
1401106000,ITOGON,23485,3024,432,424,1036,9,17,24,26,39
1401107000,KABAYAN,7298,796,159,120,302,1,4,7,7,29
1401108000,KAPANGAN,9303,1064,313,186,418,5,10,5,9,8
1401109000,KIBUNGAN,6520,779,513,186,263,3,11,11,11,15
1401110000,LA TRINIDAD,33550,5846,882,851,2047,37,31,44,36,50
1401111000,MANKAYAN,15526,1209,505,249,426,6,15,18,19,9
1401112000,SABLAN,5605,717,119,103,196,7,6,7,13,6
1401113000,TUBA,18402,2164,526,377,745,4,15,21,18,22
1401114000,TUBLAY,7703,1279,195,203,352,4,10,7,8,13
1402701000,BANAUE,8041,1909,872,353,359,8,22,13,21,23
1402702000,HUNGDUAN,3194,1237,465,176,120,1,19,11,2,26
1402703000,KIANGAN,5600,2865,446,163,276,1,7,3,9,21
1402704000,LAGAWE,7693,1626,648,237,380,5,13,14,8,26
1402705000,LAMUT,12629,1519,471,243,369,5,10,14,13,2
1402706000,MAYOYAO,5293,428,507,134,73,9,12,8,12,10
1402707000,ALFONSO LISTA,15075,1405,397,242,241,17,17,25,18,21
1402708000,AGUINALDO,8331,679,1196,175,98,15,17,29,22,39
1402709000,HINGYON,4389,1571,370,213,228,4,21,9,8,12
1402710000,TINOC,7336,1230,576,160,131,2,23,12,8,21
1402711000,ASIPULO,4898,1116,625,137,142,6,12,16,6,21
1403201000,BALBALAN,6981,802,94,67,89,3,16,17,24,17
1403206000,LUBUAGAN,8061,489,115,60,65,8,25,15,14,12
1403208000,PASIL,5428,479,68,66,57,4,9,11,3,19
1403209000,PINUKPUK,15518,921,234,121,150,15,50,32,26,38
1403211000,RIZAL,10743,570,146,102,134,2,17,20,11,12
1403213000,CITY OF TABUK,53455,4151,596,524,672,139,70,82,46,152
1403214000,TANUDAN,7948,511,121,74,145,5,17,20,13,27
1403215000,TINGLAYAN,9257,517,98,57,53,4,16,10,8,16
1404401000,BARLIG,2645,269,138,82,102,0,3,10,0,6
1404402000,BAUKO,15713,1974,770,411,605,7,26,16,18,40
1404403000,BESAO,3934,401,101,89,127,3,13,11,7,14
1404404000,BONTOC,11208,1568,210,277,719,13,23,37,17,15
1404405000,NATONIN,4967,883,465,147,102,3,14,9,9,14
1404406000,PARACELIS,12725,1034,1245,317,247,9,35,33,24,37
1404407000,SABANGAN,6053,499,133,119,201,0,5,8,6,5
1404408000,SADANGA,4727,269,84,54,93,2,14,11,4,6
1404409000,SAGADA,5183,926,176,308,215,7,11,28,9,15
1404410000,TADIAN,8550,942,281,181,297,5,12,13,12,13
1408101000,CALANASAN,7189,105,23,35,23,1,7,1,3,4
1408102000,CONNER,12752,544,236,97,119,5,30,24,15,50
1408103000,FLORA,8561,265,124,38,38,4,26,14,14,5
1408104000,KABUGAO,8421,258,214,66,106,9,26,23,13,43
1408105000,LUNA,9234,338,81,58,90,3,12,15,16,10
1408106000,PUDTOL,7428,191,184,54,42,2,12,4,7,8
1408107000,SANTA MARCELA,6596,178,44,20,31,3,8,3,7,4
1380600000,MANILA,358875,197573,7119,297532,11691,1807,413,1102,556,553
1380500000,CITY OF MANDALUYONG,101625,64054,2479,7998,4574,95,153,323,218,112
1380700000,CITY OF MARIKINA,114956,92264,3670,8412,6362,191,119,498,189,178
1381200000,CITY OF PASIG,207399,141041,7261,14183,12824,653,268,756,358,281
1381300000,QUEZON CITY,646443,386561,16634,45776,25909,1897,734,1599,1042,917
1381400000,CITY OF SAN JUAN,42636,30392,1201,3069,2511,262,60,122,61,49
1380100000,CITY OF CALOOCAN,361464,153205,10756,34252,13398,460,397,786,525,473
1380400000,CITY OF MALABON,119475,51405,3682,12449,4802,71,181,364,188,147
1380900000,CITY OF NAVOTAS,86062,26310,2231,9838,2515,39,83,168,104,79
1381600000,CITY OF VALENZUELA,225021,101529,6958,14573,9701,185,258,632,300,260
1380200000,CITY OF LAS PIÑAS,137114,78928,4128,11488,6419,183,181,388,223,172
1380300000,CITY OF MAKATI,207527,130743,5346,15842,10564,162,226,552,288,278
1380800000,CITY OF MUNTINLUPA,136465,88889,5056,11254,6105,415,233,393,218,203
1381000000,CITY OF PARAÑAQUE,151638,104716,5339,11366,6898,551,261,420,286,229
1381100000,PASAY CITY,135852,62830,3264,10868,4662,448,152,303,196,118
1381701000,PATEROS,17627,11400,746,1817,1038,20,25,59,47,52
1381500000,CITY OF TAGUIG,237606,95625,6858,14946,7947,1717,301,588,320,340
